bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
HB3274,2023,RS,Worrell,Crouse; Westfall; Dean; Hornby; Petitto; Storch; Honaker; Hite; Longanacre,Creating the Affordable Medicaid Buy-in Program,Insurance,SB610,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3274&year=2023&sessiontype=RS&btype=bill
HB3275,2023,RS,"Pritt, C.",,Relating to private prisons,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3275&year=2023&sessiontype=RS&btype=bill
HB3276,2023,RS,Young,,Relating to requiring video cameras in certain special education classrooms,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3276&year=2023&sessiontype=RS&btype=bill
HB3277,2023,RS,Young,,Establishing the Family and Medical Leave Insurance Benefits Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3277&year=2023&sessiontype=RS&btype=bill
HB3278,2023,RS,Summers,Tully,Relating to the practice of optometry,Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3278&year=2023&sessiontype=RS&btype=bill
HB3279,2023,RS,Linville,Phillips; Jeffries; Maynor; Howell; Steele; Hanshaw (Mr. Speaker); McGeehan,Relating to municipal home rule appeals,Municipalities,SB652,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3279&year=2023&sessiontype=RS&btype=bill
HB3280,2023,RS,Marple,Dean; Hott; Anderson; Zatezalo; Jennings; Adkins; Mallow; Petitto; DeVault; Kimble,Authorizing adjustment from federal adjusted gross income for certain law enforcement pension benefit payments,Counties; Natural Resources; Public Safety; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3280&year=2023&sessiontype=RS&btype=bill
HB3281,2023,RS,Storch,"Anderson; Kump; Marple; Hornbuckle; Pritt, E.; Ferrell",To provide supplement funding for the plan and to increase recruitment and retention of certified officers for the agency,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3281&year=2023&sessiontype=RS&btype=bill
HB3282,2023,RS,Storch,"Anderson; Kump; Marple; Hornbuckle; Pritt, E.",Relating to decreasing the time period of eligibility for nonduty disability from 10 to five or more years of contributory service for the West Virginia Municipal Police Officers and Firefighters Retirement System.,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3282&year=2023&sessiontype=RS&btype=bill
HB3283,2023,RS,Linville,,Relating to reporting requirements under the Grant Transparency and Accountability Act,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3283&year=2023&sessiontype=RS&btype=bill
HB3284,2023,RS,Fehrenbacher,Espinosa; Zatezalo; Hillenbrand; Mallow; Adkins; Westfall; Anderson; Riley,Relating to the use of unmanned aircraft systems by law enforcement,Crime; Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3284&year=2023&sessiontype=RS&btype=bill
HB3285,2023,RS,Dillon,Ross; Dean,Relating to standardized test reporting exemptions for contingencies,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3285&year=2023&sessiontype=RS&btype=bill
HB3286,2023,RS,Criss,,Relating to an additional modification decreasing federal taxable income,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3286&year=2023&sessiontype=RS&btype=bill
HB3287,2023,RS,Rohrbach,Criss,Providing that records of Department of Health and Human Services of sustained and non-sustained allegations of child abuse or neglect are preserved,Juveniles,HB3160,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3287&year=2023&sessiontype=RS&btype=bill
HB3288,2023,RS,Dean,Howell,Adding medical doctors and doctors of osteopathy to the category of medical professionals who are subject to the prohibition against therapeutic deception.,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3288&year=2023&sessiontype=RS&btype=bill
HB3289,2023,RS,Dean,Howell,Prohibiting any next of kin who is criminally responsible for the death of a relative from being involved in the decedent’s burial arrangements,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3289&year=2023&sessiontype=RS&btype=bill
HB3290,2023,RS,Dean,Worrell,To clarify privileges for senior license holders for hunting and fishing,Natural Resources; Senior Citizens,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3290&year=2023&sessiontype=RS&btype=bill
HB3291,2023,RS,"Pritt, E.",,Relating generally to landlords and tenants,Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3291&year=2023&sessiontype=RS&btype=bill
HB3292,2023,RS,Statler,Mallow; Jennings; Sheedy,To expand the EMS retirement system,Professions and Occupations; Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3292&year=2023&sessiontype=RS&btype=bill
HB3293,2023,RS,Statler,Ellington; Toney; Crouse; Clark,Relating generally to identifying and educating exceptional children exhibiting indicators or diagnosed with dyslexia or dyscalculia,Education (K12),HB3462,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3293&year=2023&sessiontype=RS&btype=bill
HB3294,2023,RS,Anderson,Zatezalo; Westfall; Fehrenbacher; Street; Crouse; Heckert; Bridges; Holstein; Cooper; Hanshaw (Mr. Speaker),"Ensuring future economic development with limitations, excise tax, and registration requirements of carbon offset agreements",Natural Resources,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3294&year=2023&sessiontype=RS&btype=bill
HB3295,2023,RS,Criss,,Relating to terminating the authority of the Director of the Purchasing Division to impose a certain annual fee upon vendors,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3295&year=2023&sessiontype=RS&btype=bill
HB3296,2023,RS,Young,,Provide for statewide participation in the federal Community Eligibility Provision for its duration,Education (K12); Human Services,HB3263,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3296&year=2023&sessiontype=RS&btype=bill
HB3297,2023,RS,Young,,To allow patients to refuse residents and medical students from observing or performing medical care on patients,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3297&year=2023&sessiontype=RS&btype=bill
HB3298,2023,RS,Young,,"Prohibiting civil rights violations based on disability, gender identity or sexual orientation",Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3298&year=2023&sessiontype=RS&btype=bill
HB3299,2023,RS,Storch,"Pritt, C.; Anderson; Kump; Marple; Pritt, E.; Hornbuckle",Relating to Natural Resource Police Officer Retirement,Retirement; State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3299&year=2023&sessiontype=RS&btype=bill
HB3300,2023,RS,Toney,Howell; Clark,To provide for the creation of an “EV Manufacturers Investment Credit.”,Motor Vehicles; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3300&year=2023&sessiontype=RS&btype=bill
HB3301,2023,RS,Storch,Barnhart; Willis; Criss; Capito; Hott; Hardy; Brooks; Westfall; Toney; Martin,First Time Home Buyers Savings Account Act,Banking and Finance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3301&year=2023&sessiontype=RS&btype=bill
HB3302,2023,RS,Westfall,"Burkhammer; Pinson; Capito; Kelly; Steele; Fast; Kimble; Martin; Kump; Pritt, C.",To recognize unborn child as distinct victim in a DUI causing death,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3302&year=2023&sessiontype=RS&btype=bill
HB3303,2023,RS,Reynolds,Bridges; Sheedy; Crouse; Hott; Zatezalo; Willis; Phillips; Ward; Brooks,Clarifying and expanding the powers and duties of the director of the Coalfield Community Development Office,Natural Resources,SB157,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3303&year=2023&sessiontype=RS&btype=bill
HB3304,2023,RS,Reynolds,Bridges; Sheedy; Crouse; Hott; Zatezalo; Willis; Phillips; Brooks; Ward,Providing an exemption from the severance tax for coal sold to coal-fired power plants located within the State of West Virginia,Taxation,SB168,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3304&year=2023&sessiontype=RS&btype=bill
HB3305,2023,RS,Capito,Young; Hornby; Linville; Willis,Creating the Small Business and Entrepreneurship Act,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3305&year=2023&sessiontype=RS&btype=bill
HB3306,2023,RS,Summers,Tully; Heckert,Relating to the organizational structure of the Office of Drug Control Policy,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3306&year=2023&sessiontype=RS&btype=bill
HB3307,2023,RS,Hanshaw (Mr. Speaker),Street; Zatezalo; Ward; Fluharty; Phillips; McGeehan; Howell,Establishing the West Virginia-Ireland Trade Commission,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3307&year=2023&sessiontype=RS&btype=bill
HB3308,2023,RS,Criss,Hardy; Householder; Storch; Ferrell; Howell; Reynolds; Anderson; Gearheart; Zatezalo; Espinosa,Authorizing PSC consider and issue financing orders to certain utilities to permit the recovery of certain costs through securitization via consumer rate relief bonds,Public Service Commission,SB564,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3308&year=2023&sessiontype=RS&btype=bill
HB3309,2023,RS,Fluharty,Walker; Young; Hornbuckle; Skaff; Pushkin,Establishing the Child Support from Conception Act,Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3309&year=2023&sessiontype=RS&btype=bill
HB3310,2023,RS,Fluharty,Riley; Cannon; Hornbuckle,Banning certain persons from sport wagering activities,Legal Gaming,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3310&year=2023&sessiontype=RS&btype=bill
HB3311,2023,RS,Hornby,Phillips; Westfall; Willis; Hardy; Chiarelli; Maynor; Dean; Hite; Espinosa; McGeehan,Relating to wine alcohol by volume as compared to beer,Alcoholic Liquors and Beers,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3311&year=2023&sessiontype=RS&btype=bill
HB3312,2023,RS,Dean,"Vance; Mazzocchi; Dillon; Skaff; Hall, A.; Ross; Chiarelli; Shamblin; Holstein; Bridges",Provide that all coal severance tax go to the county that produced the coal,Natural Resources; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3312&year=2023&sessiontype=RS&btype=bill
HB3313,2023,RS,Phillips,"Martin; Fast; Nestor; Hornby; Barnhart; Longanacre; Thorne; Pritt, C.",Restraining county commissions from imposing rules and regulations on farmers beyond what is already prescribed through state statute,Counties,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3313&year=2023&sessiontype=RS&btype=bill
HB3314,2023,RS,Statler,Toney,Increasing the special district excise tax to a rate or rates on sales within the boundaries of an economic opportunity development district,Counties; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3314&year=2023&sessiontype=RS&btype=bill
HB3315,2023,RS,Cooper,Heckert,Relating generally to readiness enhancement and commission bonuses,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3315&year=2023&sessiontype=RS&btype=bill
HB3316,2023,RS,Heckert,Foggin; Anderson; Hott; Riley; Zatezalo; Hillenbrand; Adkins; Marple; Cooper,To create a domestic violence registry,Crime; Domestic Relations,HB2110,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3316&year=2023&sessiontype=RS&btype=bill
HB3317,2023,RS,Summers,Tully,Relating to removing specific continuing education requirements,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3317&year=2023&sessiontype=RS&btype=bill
HB3318,2023,RS,McGeehan,Ward,Relating to location of services provided by the Workforce Development Board as related to the one-stop delivery system,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3318&year=2023&sessiontype=RS&btype=bill
HB3319,2023,RS,Burkhammer,,Relating to sheriff’s commission for collection of taxes,Taxation,SB542,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3319&year=2023&sessiontype=RS&btype=bill
HB3320,2023,RS,"Pritt, E.",Hansen; Garcia; Williams; Griffith; Fluharty; Skaff; Rowe; Walker; Pushkin; Young,Requiring the West Virginia Department of Corrections and Rehabilitation to provide an inmate with one physical copy of their birth certificate and social security card upon release,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3320&year=2023&sessiontype=RS&btype=bill
HB3321,2023,RS,Howell,Thorne; Storch; Ferrell; Heckert; Clark; Chiarelli; Holstein; Keaton; Toney; Horst,Limiting the imposition of municipal business and occupation taxes,Municipalities; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3321&year=2023&sessiontype=RS&btype=bill
HB3322,2023,RS,Howell,Clark; Zatezalo; Storch; Ferrell; Chiarelli; Holstein; Cannon; Hanna; Keaton; Toney,To provide that the first $100K made jointly or the first $50K filing single is exempt from the tax on social security,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3322&year=2023&sessiontype=RS&btype=bill
HB3323,2023,RS,"Pritt, E.",,Relating to Drivers License Address Requirements,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3323&year=2023&sessiontype=RS&btype=bill
HB3324,2023,RS,Kirby,Foster; Foggin,Relating to the reduction of State Gas Tax,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3324&year=2023&sessiontype=RS&btype=bill
HB3325,2023,RS,Kirby,Foggin; Crouse; Steele; Chiarelli; Foster,Requiring a pharmacist to fill a prescription for individuals who have a valid prescription unless belief that prescription is fraudulent,Crime; Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3325&year=2023&sessiontype=RS&btype=bill
HB3326,2023,RS,Linville,Summers,Relating to Privacy of Social Care information,Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3326&year=2023&sessiontype=RS&btype=bill
HB3327,2023,RS,Foster,Crouse,Capping amount of moneys to third party vendors who collect business and occupation taxes on behalf of cities,Municipalities; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3327&year=2023&sessiontype=RS&btype=bill
HB3328,2023,RS,Howell,Dean; Heckert; Zatezalo,Authorizing the Hatfield-McCoy Regional Recreation Authority to contract to build and maintain trails on privately owned property,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3328&year=2023&sessiontype=RS&btype=bill
HB3329,2023,RS,Hanshaw (Mr. Speaker),,Creating judicial circuits and assigning the number of circuit judges in each circuit to be elected in the 2024 election,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3329&year=2023&sessiontype=RS&btype=bill
HB3330,2023,RS,Hanshaw (Mr. Speaker),"Pritt, C.",Creating family court circuits and assigning the number of family court judges in each family court circuit to be elected in the 2024 election,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3330&year=2023&sessiontype=RS&btype=bill
