bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
S-0473,2022_2023,Inmate reentry-notify of outstanding motor vehicle fines or penalties,SLP,"Scutari, Nicholas P.",2022-01-11,,,,Requires DOC to notify inmates of outstanding motor vehicle fines or penalties and permits inmate to enter into payment plan upon release from incarceration.
S-0474,2022_2023,Opioid antidotes-county health department maintain reserve stock,SHH,"Scutari, Nicholas P.",2022-01-11,,,A-4235,Requires county health departments to maintain reserve stock of opioid antidotes to dispense to certain entities on interim basis to ensure uninterrupted supply.
S-0475,2022_2023,Co-Curricular Activity Emergency Grant Program-establishes;$750K,SED,"Scutari, Nicholas P.; Ruiz, M. Teresa",2022-01-11,,,,"Establishes Co-Curricular Activity Emergency Grant Program to support operations of co-curricular activities at public schools; appropriates $750,000."
S-0476,2022_2023,Surgical practices-permit physicians make referrals to certain surgical centers,SHH,"Scutari, Nicholas P.",2022-01-11,,,,Permits physicians to make referrals to certain surgical centers.
S-0477,2022_2023,"Out-of-state contractors-estab registry, awarded public works contracts in State",SSG,"Scutari, Nicholas P.",2022-01-11,,,A-0177,Establishes registry of out-of-state contractors who are awarded public works contracts in this State.
S-0478,2022_2023,"Out-of-State contractors-require audits, entered into State & private contracts",SSG,"Scutari, Nicholas P.",2022-01-11,,,,Requires Division of Taxation conduct audits of out-of-State contractors that have entered into State and private contracts.
S-0479,2022_2023,Automobile Insurance Risk Exchange-eliminates,2RS,"Scutari, Nicholas P.",2022-01-11,,,,Eliminates New Jersey Automobile Insurance Risk Exchange.
S-0480,2022_2023,Auto insurance-req consultation of cost benefit analysis prior to sale of policy,2RS,"Scutari, Nicholas P.; Bramnick, Jon M.",2022-01-11,,,,Requires consultation with insurance producer or provision of cost benefit analysis prior to sale of automobile insurance policy.
S-0481,2022_2023,"Auto insur-req policies prov min amount of liab, uninsured/underinsured coverage",APP,"Scutari, Nicholas P.; Bramnick, Jon M.; Greenwald, Louis D.",2022-01-11,2022-08-05,87.0,A-4291,"Requires automobile insurance policies to provide certain minimum amounts of liability, uninsured motorist, and underinsured motorist coverage."
S-0482,2022_2023,"Stipends for cert members of boards, comm, committees, other public entities-req",SJU,"Scutari, Nicholas P.",2022-01-11,,,,"Requires stipends for certain members of boards, commissions, committees, and other public entities."
S-0483,2022_2023,"Chief Accountability Officer-req Gov appoint, supervise St ombudsmen & others",SSG,"Scutari, Nicholas P.",2022-01-11,,,A-1468,"Requires Governor to appoint Chief Accountability Officer to supervise all State ombudsmen, compliance officers, comptrollers, and other officers with substantially similar positions."
S-0484,2022_2023,Cybersecurity infra-req Exec Branch & State college principal dpt conduct review,AHS,"Scutari, Nicholas P.; Gopal, Vin",2022-01-11,,,A-4013,Requires each government entity in this State to conduct review of cybersecurity infrastructure and make recommendations.*
S-0485,2022_2023,Gambling Treatment Diversion Court Pilot Program-estab; administered by AOC,SJU,"Scutari, Nicholas P.",2022-01-11,,,,"Establishes ""Gambling Treatment Diversion Court Pilot Program"" with the criminal justice system."
S-0486,2022_2023,Food delivery network company-require to maintain certain automobile insurance,2RS,"Scutari, Nicholas P.",2022-01-11,,,A-3594,Requires delivery network company to maintain certain automobile insurance. *
S-0487,2022_2023,Patient medical & billing records-limits fees charged for copies of,SHH,"Scutari, Nicholas P.; Gopal, Vin",2022-01-11,,,,Limits fees charged to patients and authorized third parties for copies of medical and billing records.
S-0488,2022_2023,Academic credit at higher ed instit-auth student earn for serving as poll worker,SUB,"Scutari, Nicholas P.; Beach, James",2022-01-11,,,A-3733,Authorizes student attending institution of higher education to earn credit towards graduation for serving as poll worker.
S-0489,2022_2023,"Mental health, suicide prevention-requires public school instruction",SED,"Cryan, Joseph P.; Ruiz, M. Teresa",2022-01-11,,,A-3551,Requires public school instruction in mental health as it relates to suicide prevention and provides various elements which may be included in instruction.
S-0490,2022_2023,"Motor vehicle accident-leaving scene, first degree crime if it results in death",SLP,"Cryan, Joseph P.",2022-01-11,,,,Provides that leaving scene of motor vehicle accident is crime of first degree if accident results in death of another person.
S-0491,2022_2023,County Jail Rehabilitation and Re-Entry Program-evaluate inmates needs,SHH,"Cryan, Joseph P.; Vitale, Joseph F.",2022-01-11,,,,"Establishes ""County Jail Rehabilitation and Re-Entry Program"" to evaluate county inmate needs; assigns certain county caseworkers to assist inmates in accessing appropriate benefits, treatment, and services."
S-0492,2022_2023,VCCO pilot program-make grants available to non-profit org. to perform outreach,SLP,"Cryan, Joseph P.",2022-01-11,,,A-1706,Establishes pilot program in certain municipalities to make grants available to non-profit organizations to perform outreach regarding VCCO.
S-0493,2022_2023,Sexual assault-victim's right to appeal prosecutor's decision-establish,SLP,"Cryan, Joseph P.",2022-01-11,,,,Establishes sexual assault victim's right to appeal prosecutor decision not to file criminal charges; directs sexual assault unit in DLPS to review appeals.
S-0494,2022_2023,"Correctional facilities, law enforcement agencies-adopt maternity policies",SLP,"Cryan, Joseph P.",2022-01-11,,,A-2950,"Requires law enforcement agencies, correctional facilities, and State Parole Board to adopt maternity policies."
S-0495,2022_2023,Employment data of grads-req higher edu instit & private career schools prov,SUB,"Cryan, Joseph P.; Cunningham, Sandra B.",2022-01-11,,,A-1695,"Requires Secretary of Higher Education and DOLWD to establish performance quality standards for career-oriented programs of study offered by institutions of higher education, degree-granting proprietary institutions, and private career schools.*"
S-0496,2022_2023,"Domestic viol offenders, convicted-court authority to order electric monitoring",SHH,"Cryan, Joseph P.; Cunningham, Sandra B.",2022-01-11,,,A-1843,Establishes the authority of the court to order electronic monitoring of certain convicted domestic violence offenders.
S-0497,2022_2023,Police officers-concerns psychological testing,SLP,"Cryan, Joseph P.; Turner, Shirley K.",2022-01-11,,,,Concerns psychological testing of police officers.
S-0498,2022_2023,Civil svc exam for police-require questions to identify implicit racial bias,SLP,"Cryan, Joseph P.; Gopal, Vin",2022-01-11,,,A-4053,Requires civil service examination for police and correctional police officers to include questions to identify implicit racial bias.
S-0499,2022_2023,Prison Rape Elimination Act committee-requires in State correctional facility,SLP,"Cryan, Joseph P.; Gill, Nia H.",2022-01-11,,,,Requires Prison Rape Elimination Act committee in each State correctional facility.
S-0500,2022_2023,Police training-establishes comprehensive core competency program,SLP,"Cryan, Joseph P.",2022-01-11,,,,Establishes comprehensive core competency police training program.
S-0501,2022_2023,"Developmental disability service system, State-estab. one-stop website to assist",SHH,"Cryan, Joseph P.; Lagana, Joseph A.",2022-01-11,,,A-3779,"Requires Office of Information Technology to establish centralized, one-stop website resource guide to assist persons in navigating the State's developmental disability service system."
S-0502,2022_2023,Law Enforcement Review Task Force-creates for civil service examinations,SSG,"Cryan, Joseph P.",2022-01-11,,,,Creates Law Enforcement Review Task Force for civil service examinations.
S-0503,2022_2023,Suicide prevention programs-require institutions of higher education implement,SUB,"Cryan, Joseph P.; Pou, Nellie",2022-01-11,,,A-1176,Requires institutions of higher education to implement suicide prevention programs and raise awareness of mental health services.
S-0504,2022_2023,Firearm purchaser ID-increases from age 18 to 21,SLP,"Cryan, Joseph P.; Pou, Nellie",2022-01-11,,,A-0509,Increases from 18 to 21 age at which person is eligible to receive firearms purchaser identification.
S-0505,2022_2023,Transient accommodation taxes & fees-modifies certain definitions related to,AAP,"Cryan, Joseph P.",2022-01-11,,,A-2237,Modifies certain definitions related to transient accommodation taxes and fees.
S-0506,2022_2023,"Water & sewer infra Union Elizabeth Roselle Hillside-fed fd, grants to improve",SCU,"Cryan, Joseph P.",2022-01-11,,,,"Makes $5 million in federal funds available for grants to improve water and sewer infrastructure in Union, Elizabeth, Roselle, and Hillside."
S-0507,2022_2023,Temp. disab. leave benefits-req cert notices be provided to individuals applying,SLA,"Cryan, Joseph P.",2022-01-11,,,,Requires certain notices to be provided to individuals applying for temporary disability leave benefits.
S-0508,2022_2023,Temporary disability & family leave-increase max weekly benefit rate,SBA,"Cryan, Joseph P.",2022-01-11,,,,Increases maximum weekly benefit rate for temporary disability and family leave.
S-0509,2022_2023,"Military spouses, certain-provides tax credits for hiring",SBA,"Zwicker, Andrew; Cryan, Joseph P.",2022-01-11,,,A-3136,Provides tax credits for hiring certain military spouses.
S-0510,2022_2023,"Bribery, official/political matters-applies to soliciting to act, not yet in off",SUB,"Cryan, Joseph P.",2022-01-11,,,A-2472,"Establishes bribery in official and political matters applies to person soliciting, accepting, or agreeing to accept benefit as consideration to act even though not yet in office or otherwise qualified to act."
S-0511,2022_2023,"Laborers, temporary-provides certain protections and rights",SUB,"Cryan, Joseph P.",2022-01-11,,,A-1474,Provides certain protections and rights for temporary laborers.
S-0512,2022_2023,Law enforcement & privacy procedures-estab certain; designated as NJ Values Act,SJU,"Cryan, Joseph P.; Ruiz, M. Teresa",2022-01-11,,,A-1986,Establishes certain law enforcement and privacy procedures; designated as New Jersey Values Act.
S-0513,2022_2023,"Pretrial detention-estab. rebuttable presumption, firearm offenses under Graves",SUB,"Cryan, Joseph P.; Turner, Shirley K.",2022-01-11,,,A-2426,Establishes rebuttable presumption of pretrial detention for defendants who commit certain firearm offenses under Graves Act.
S-0514,2022_2023,Convenience fees for electronic payments-authorize local government to impose,SCU,"Cruz-Perez, Nilsa I.",2022-01-11,,,A-3953,Authorizes local governments to impose convenience fees for accepting electronic payments.
S-0515,2022_2023,Security Deposit Assistance Pilot Program-establish,SBA,"Cruz-Perez, Nilsa I.; Pou, Nellie",2022-01-11,,,A-1668,"Establishes ""Security Deposit Assistance Pilot Program"" in Passaic, Union, Essex, Hudson, Gloucester, Atlantic, Burlington, Camden, and Mercer counties; appropriates $450,000.*"
S-0516,2022_2023,Affidavit of merit-plaintiff obtain in malpractice suit against enrolled agent,SJU,"Cruz-Perez, Nilsa I.",2022-01-11,,,A-3239,Requires plaintiff to obtain affidavit of merit in malpractice suit against enrolled agent.
S-0517,2022_2023,"Civil service-municipalities having population under 2,500 withdraw by ordinance",SSG,"Cruz-Perez, Nilsa I.",2022-01-11,,,,"Permits municipalities having population under 2,500 to withdraw from civil service by ordinance."
